"target_id"	"length"	"eff_length"	"est_counts"	"tpm"
"23326"	"ENSMUST00000002487.14"	9728	9628.02	3224.65	9.21899
"23340"	"ENSMUST00000000727.3"	3180	3080.02	2903.98	25.9525
"23374"	"ENSMUST00000021203.6"	2817	2717.02	8696.78	88.1058
"23416"	"ENSMUST00000021085.10"	2230	2130.02	3179.03	41.0819
"23593"	"ENSMUST00000005798.8"	1928	1828.02	2679.15	40.3418
"23779"	"ENSMUST00000018909.3"	2951	2851.02	6720.1	64.8805
"24002"	"ENSMUST00000022469.12"	5559	5459.02	1773.85	8.94418
"24296"	"ENSMUST00000021611.9"	3318	3218.02	2407.41	20.592
"24467"	"ENSMUST00000001451.10"	4448	4348.02	6382.32	40.4041
"24562"	"ENSMUST00000021083.6"	1375	1275.02	3691.64	79.6968
"24604"	"ENSMUST00000020490.12"	3747	3647.02	8076.11	60.954
"24610"	"ENSMUST00000013970.8"	3307	3207.02	2424.53	20.8097
"24670"	"ENSMUST00000005185.7"	603	503.202	2476	135.44
"24911"	"ENSMUST00000021284.3"	5738	5638.02	2446.87	11.946
"25125"	"ENSMUST00000021204.3"	2755	2655.02	2287.89	23.7195
"25223"	"ENSMUST00000018993.6"	4531	4431.02	2260.68	14.0435
"25967"	"ENSMUST00000021803.9"	6109	6009.02	10715.7	49.0858
"26057"	"ENSMUST00000022099.14"	3675	3575.02	3613.03	27.8184
"26076"	"ENSMUST00000001179.6"	9331	9231.02	2631.59	7.84707
"26133"	"ENSMUST00000021692.8"	6178	6078.02	6483.96	29.3641
"26277"	"ENSMUST00000018143.15"	2714	2614.02	5311.47	55.93
"26336"	"ENSMUST00000020909.3"	1773	1673.02	8027	132.066
"26405"	"ENSMUST00000005504.14"	4019	3919.02	2891.91	20.3117
"26669"	"ENSMUST00000020608.2"	7102	7002.02	9584.46	37.6776
"26713"	"ENSMUST00000003061.13"	2429	2329.02	9493.12	112.195
"26971"	"ENSMUST00000017572.13"	2848	2748.02	8025.64	80.3893
"27076"	"ENSMUST00000001809.14"	2817	2717.02	182110	1844.93
"27378"	"ENSMUST00000018795.12"	2151	2051.02	3175.07	42.611
"27429"	"ENSMUST00000020420.8"	4805	4705.02	6161.67	36.0475
"27449"	"ENSMUST00000020775.8"	2476	2376.02	3740.83	43.3367
"27517"	"ENSMUST00000004327.10"	2652	2552.02	2604.25	28.0891
"27583"	"ENSMUST00000012152.12"	4045	3945.02	2307.35	16.0992
"27593"	"ENSMUST00000000756.5"	780	680.019	64977.8	2630.16
"27850"	"ENSMUST00000022496.8"	4069	3969.02	6632.66	45.9984
"28310"	"ENSMUST00000004202.16"	5367	5267.02	12171.9	63.611
"28602"	"ENSMUST00000010278.11"	3682	3582.02	4750.83	36.5073
"28665"	"ENSMUST00000022894.13"	3288	3188.02	17490.9	151.018
"28828"	"ENSMUST00000006764.8"	849	749.019	3984.06	146.41
"28913"	"ENSMUST00000001562.8"	3374	3274.02	2988.56	25.1258
"29054"	"ENSMUST00000001452.13"	1977	1877.02	19604	287.484
"29190"	"ENSMUST00000005292.14"	1500	1400.02	3802.25	74.7559
"29410"	"ENSMUST00000021197.9"	2497	2397.02	2923.86	33.5756
"29649"	"ENSMUST00000022634.8"	3238	3138.02	2980.86	26.1472
"29667"	"ENSMUST00000007602.14"	2515	2415.02	7592.97	86.5425
"29678"	"ENSMUST00000020843.12"	9026	8926.02	4316.65	13.3115
"30222"	"ENSMUST00000002292.14"	6165	6065.02	3249.3	14.7467
"30454"	"ENSMUST00000017900.8"	5142	5042.02	8796.71	48.0235
"30465"	"ENSMUST00000003493.8"	2012	1912.02	7274.4	104.723
"30612"	"ENSMUST00000021957.7"	4341	4241.02	3600.51	23.3686
"30814"	"ENSMUST00000006856.2"	5346	5246.02	5120.39	26.8665
"30844"	"ENSMUST00000020315.12"	7766	7666.02	10843.8	38.9358
"31198"	"ENSMUST00000001258.14"	3586	3486.02	7776.56	61.4039
"31353"	"ENSMUST00000019065.9"	3435	3335.02	9504.12	78.4426
"31385"	"ENSMUST00000021443.6"	3241	3141.02	9977.01	87.4316
"31412"	"ENSMUST00000020523.3"	4146	4046.02	3092.54	21.0391
"31433"	"ENSMUST00000018568.3"	1788	1688.02	3366.04	54.8883
"32436"	"ENSMUST00000018990.7"	7376	7276.02	3350.9	12.6767
"32816"	"ENSMUST00000023039.14"	1089	989.019	4275.69	118.998
"32952"	"ENSMUST00000016400.8"	1441	1341.02	2793	57.329
"33336"	"ENSMUST00000022808.13"	1030	930.019	6183.84	183.023
"33398"	"ENSMUST00000018992.3"	2109	2009.02	6817.82	93.4114
"33413"	"ENSMUST00000016396.7"	421	321.319	3444.53	295.075
"33711"	"ENSMUST00000006235.8"	4743	4643.02	7078.86	41.9663
"33787"	"ENSMUST00000020930.13"	6160	6060.02	6027.14	27.3764
"34372"	"ENSMUST00000021614.13"	2679	2579.02	6446.19	68.7998
"34710"	"ENSMUST00000000291.8"	4590	4490.02	2903.82	17.8016
"35199"	"ENSMUST00000021547.7"	9391	9291.02	2504.25	7.41913
"36022"	"ENSMUST00000006181.6"	2517	2417.02	2954.26	33.6439
"36279"	"ENSMUST00000022781.7"	878	778.019	4438.12	157.017
"36742"	"ENSMUST00000022369.8"	5267	5167.02	5713.86	30.4388
"36780"	"ENSMUST00000008733.14"	2918	2818.02	3106.2	30.3406
"37024"	"ENSMUST00000000001.4"	3262	3162.02	3437	29.9194
"37035"	"ENSMUST00000015146.15"	5215	5115.02	5286.7	28.4495
"37059"	"ENSMUST00000006496.14"	751	651.15	35930.9	1518.88
"37110"	"ENSMUST00000020286.6"	1364	1264.02	7039.05	153.285
"37135"	"ENSMUST00000003964.16"	3678	3578.02	3556.66	27.3614
"37210"	"ENSMUST00000020317.7"	1544	1444.02	3758.02	71.6349
"37280"	"ENSMUST00000020258.9"	3898	3798.02	3626.35	26.2816
"37309"	"ENSMUST00000019517.9"	1646	1546.02	4033.37	71.811
"37482"	"ENSMUST00000018186.15"	2422	2322.02	5716.19	67.7609
"37853"	"ENSMUST00000010241.13"	2326	2226.02	5373.87	66.4502
"38059"	"ENSMUST00000012679.14"	4251	4151.02	6196.08	41.0867
"38141"	"ENSMUST00000001507.4"	3931	3831.02	5392.98	38.7483
"38316"	"ENSMUST00000003450.14"	3187	3087.02	5932.58	52.8984
"38485"	"ENSMUST00000023165.8"	10820	10720	2884.08	7.40544
"38541"	"ENSMUST00000013845.12"	1173	1073.02	4884.33	125.296
"38828"	"ENSMUST00000009036.10"	1354	1254.02	3526.02	77.3961
"38929"	"ENSMUST00000002121.4"	6488	6388.02	11142.6	48.0129
"39090"	"ENSMUST00000021375.11"	4109	4009.02	3814.31	26.1889
"39151"	"ENSMUST00000015858.11"	2216	2116.02	2772.15	36.0608
"39166"	"ENSMUST00000006774.10"	2736	2636.02	4061.23	42.408
"39359"	"ENSMUST00000005234.12"	3089	2989.02	4183.85	38.5288
"39523"	"ENSMUST00000015855.7"	3140	3040.02	2911.04	26.3579
"39535"	"ENSMUST00000020408.15"	3099	2999.02	3780.31	34.6965
"39599"	"ENSMUST00000020217.6"	3210	3110.02	6032	53.3871
"39694"	"ENSMUST00000021670.14"	7003	6903.02	5482.84	21.8627
"39805"	"ENSMUST00000000985.6"	2538	2438.02	3865.85	43.6462
"40029"	"ENSMUST00000011934.11"	81843	81743	16883.5	5.68525
"40078"	"ENSMUST00000007212.8"	2961	2861.02	12301	118.348
"40090"	"ENSMUST00000019907.7"	1940	1840.02	4389.97	65.6716
"40283"	"ENSMUST00000020257.12"	3905	3805.02	3606.09	26.0867
"40295"	"ENSMUST00000013737.12"	1623	1523.02	4511.26	81.5325
"40782"	"ENSMUST00000001566.9"	2649	2549.02	67257.2	726.28
"40945"	"ENSMUST00000019231.11"	2189	2089.02	2844.15	37.4756
"41198"	"ENSMUST00000005108.9"	10944	10844	3070.92	7.79501
"41232"	"ENSMUST00000002518.8"	1411	1311.02	7481.44	157.078
"41331"	"ENSMUST00000015877.13"	2537	2437.02	5355.84	60.4933
"41938"	"ENSMUST00000004054.12"	5039	4939.02	5173.53	28.8327
"42310"	"ENSMUST00000017290.10"	6572	6472.02	6366.87	27.0785
"42425"	"ENSMUST00000001989.8"	4071	3971.02	18112.4	125.548
"42653"	"ENSMUST00000020931.5"	5603	5503.02	1947.09	9.73919
"42702"	"ENSMUST00000011398.12"	2250	2150.02	4915.61	62.9323
"42742"	"ENSMUST00000005810.8"	2085	1985.02	2857.91	39.6299
"43270"	"ENSMUST00000011492.14"	3930	3830.02	2307.4	16.5829
"43531"	"ENSMUST00000021552.2"	2990	2890.02	5942.86	56.6022
"43792"	"ENSMUST00000019354.10"	1312	1212.02	2646.99	60.1148
"43871"	"ENSMUST00000021554.15"	3734	3634.02	9878.07	74.821
"44228"	"ENSMUST00000003912.6"	2184	2084.02	49841.1	658.301
"44334"	"ENSMUST00000020831.12"	2557	2457.02	2726.58	30.5456
"44359"	"ENSMUST00000023352.8"	12647	12547	3686.4	8.08723
"44574"	"ENSMUST00000021381.5"	3485	3385.02	10113.3	82.2379
"44921"	"ENSMUST00000015435.10"	2666	2566.02	1917.56	20.5696
"44967"	"ENSMUST00000021345.13"	6064	5964.02	3160.68	14.5875
"45029"	"ENSMUST00000005714.13"	1472	1372.02	3155.85	63.3132
"45284"	"ENSMUST00000020846.7"	4299	4199.02	3840.59	25.1761
"45416"	"ENSMUST00000017920.13"	3642	3542.02	3299.03	25.6374
"45620"	"ENSMUST00000022450.5"	7590	7490.02	9411.62	34.5875
"45935"	"ENSMUST00000006435.7"	2825	2725.02	4863.14	49.1231
"47022"	"ENSMUST00000022587.9"	1762	1662.02	6565.77	108.74
"47137"	"ENSMUST00000011400.7"	6383	6283.02	7768.33	34.0328
"47402"	"ENSMUST00000017851.3"	3683	3583.02	5472.96	42.0447
"47508"	"ENSMUST00000002297.11"	3498	3398.02	4014.16	32.5167
"48109"	"ENSMUST00000007959.13"	2197	2097.02	13400.1	175.891
"48541"	"ENSMUST00000020562.4"	1634	1534.02	6028.71	108.176
"48676"	"ENSMUST00000021864.7"	9333	9233.02	9936.35	29.6225
"48738"	"ENSMUST00000002091.5"	1219	1119.02	5096	125.352
"48942"	"ENSMUST00000004574.13"	1927	1827.02	3793.81	57.1572
"48964"	"ENSMUST00000015011.9"	3281	3181.02	6475.06	56.0294
"49177"	"ENSMUST00000022281.4"	3689	3589.02	7435.28	57.0243
"49328"	"ENSMUST00000016105.8"	2771	2671.02	6587.22	67.8834
"49431"	"ENSMUST00000018716.9"	2006	1906.02	2756.4	39.8065
"49790"	"ENSMUST00000021559.13"	1293	1193.02	5329.23	122.958
"49883"	"ENSMUST00000020372.5"	445	345.285	8010.95	638.623
"50306"	"ENSMUST00000003572.9"	2380	2280.02	11436.7	138.07
"50434"	"ENSMUST00000000137.7"	3631	3531.02	11429.8	89.1002
"50503"	"ENSMUST00000020695.12"	7483	7383.02	11478.7	42.7954
"51074"	"ENSMUST00000005841.15"	3782	3682.02	6481.88	48.4567
"51348"	"ENSMUST00000021347.11"	6300	6200.02	2183.91	9.69571
"51466"	"ENSMUST00000018821.8"	1685	1585.02	7586.23	131.744
"51615"	"ENSMUST00000006854.12"	4791	4691.02	1566.99	9.19467
"51838"	"ENSMUST00000018470.9"	3013	2913.02	7965.4	75.2666
"51840"	"ENSMUST00000022623.12"	3678	3578.02	2460.99	18.9324
"52325"	"ENSMUST00000009234.15"	4085	3985.02	2469.74	17.0592
"52414"	"ENSMUST00000020538.12"	5145	5045.02	13603.3	74.2196
"52582"	"ENSMUST00000007131.15"	4393	4293.02	9265.72	59.4094
"52777"	"ENSMUST00000020822.11"	2035	1935.02	2471.81	35.1615
"52854"	"ENSMUST00000014499.9"	8942	8842.02	5091.47	15.85
"52919"	"ENSMUST00000014457.14"	503	403.285	9038.94	616.941
"52927"	"ENSMUST00000019109.7"	1764	1664.02	8809.92	145.731
"53065"	"ENSMUST00000017567.13"	2245	2145.02	10798.2	138.567
"53416"	"ENSMUST00000020886.8"	4527	4427.02	7674.93	47.7201
"53431"	"ENSMUST00000018353.13"	5232	5132.02	3855.54	20.6793
"53666"	"ENSMUST00000000590.15"	4380	4280.02	7782.32	50.0497
"53886"	"ENSMUST00000006629.13"	8461	8361.02	4786.83	15.759
"53893"	"ENSMUST00000011877.12"	8238	8138.02	18200.7	61.5614
"54903"	"ENSMUST00000021606.11"	5363	5263.02	2725.2	14.2528
"55120"	"ENSMUST00000023087.12"	3025	2925.02	4850.47	45.645
"55482"	"ENSMUST00000023072.6"	3784	3684.02	2431.86	18.17
"55540"	"ENSMUST00000000505.15"	2962	2862.02	15789	151.852
"55774"	"ENSMUST00000005964.6"	1604	1504.02	7383.43	135.127
"56130"	"ENSMUST00000010421.6"	7443	7343.02	23022.7	86.3019
"56162"	"ENSMUST00000022062.7"	2900	2800.02	7917.8	77.8362
"56428"	"ENSMUST00000021940.7"	4315	4215.02	5227.91	34.1403
"56458"	"ENSMUST00000005371.11"	1772	1672.02	12634.9	208.003
"56471"	"ENSMUST00000000724.14"	4653	4553.02	2918.03	17.6412
"57155"	"ENSMUST00000001520.12"	4227	4127.02	3390.69	22.6147
"57257"	"ENSMUST00000004203.5"	1670	1570.02	6964.07	122.095
"57784"	"ENSMUST00000002790.13"	3641	3541.02	11689.8	90.8691
"58086"	"ENSMUST00000000451.13"	3070	2970.02	3254.89	30.1658
"58189"	"ENSMUST00000022097.5"	568	468.202	3863.9	227.16
"58247"	"ENSMUST00000018625.9"	6463	6363.02	6466.12	27.9717
"58369"	"ENSMUST00000022794.13"	2365	2265.02	3395.62	41.2653
"58370"	"ENSMUST00000022793.14"	4735	4635.02	1288.85	7.65402
"58437"	"ENSMUST00000004206.9"	1101	1001.02	7044.38	193.704
"58486"	"ENSMUST00000006851.14"	3331	3231.02	4818	41.0455
"58614"	"ENSMUST00000006470.13"	8469	8369.02	12460.3	40.9819
"58674"	"ENSMUST00000017153.3"	2458	2358.02	7223.14	84.3174
"58731"	"ENSMUST00000022416.14"	2394	2294.02	2899.77	34.7941
"58839"	"ENSMUST00000006760.2"	2189	2089.02	7177.22	94.5697
"59010"	"ENSMUST00000020358.11"	2827	2727.02	7705.82	77.7802
"60564"	"ENSMUST00000022268.9"	1513	1413.02	4711.94	91.7888
"60829"	"ENSMUST00000019950.5"	2297	2197.02	3167.99	39.6907
"61072"	"ENSMUST00000013338.13"	3924	3824.02	4685.24	33.7249
"61115"	"ENSMUST00000014339.14"	2330	2230.02	4391.77	54.2087
"61252"	"ENSMUST00000004565.14"	2289	2189.02	2442.99	30.7193
"61528"	"ENSMUST00000013559.2"	8378	8278.02	30774.8	102.331
"61608"	"ENSMUST00000021018.10"	2068	1968.02	4009.98	56.0855
"61844"	"ENSMUST00000005015.9"	2099	1999.02	3842	52.9028
"61845"	"ENSMUST00000020289.9"	4282	4182.02	4630.09	30.4749
"62022"	"ENSMUST00000009435.11"	2294	2194.02	4080.86	51.1976
"62164"	"ENSMUST00000018727.3"	6703	6603.02	22071	92.0062
"62354"	"ENSMUST00000005017.14"	2245	2145.02	20945.9	268.786
"62525"	"ENSMUST00000017548.6"	751	651.15	72175	3051.01
"62547"	"ENSMUST00000020288.14"	5784	5684.02	12112	58.6541
"62569"	"ENSMUST00000021428.8"	2232	2132.02	4664.22	60.218
"62608"	"ENSMUST00000019333.9"	3570	3470.02	4634.09	36.7596
"62653"	"ENSMUST00000001611.10"	9219	9119.02	3623.18	10.9366
"62698"	"ENSMUST00000019911.13"	2005	1905.02	5839.34	84.3728
"62765"	"ENSMUST00000023029.14"	3487	3387.02	4947.26	40.2055
"62829"	"ENSMUST00000009774.10"	1469	1369.02	3436	69.0847
"63124"	"ENSMUST00000001127.10"	2054	1954.02	2946.77	41.5102
"63490"	"ENSMUST00000000642.10"	5513	5413.02	15107.5	76.8232
"63521"	"ENSMUST00000017408.13"	2790	2690.02	3398.34	34.7736
"63609"	"ENSMUST00000018437.2"	861	761.019	28704.5	1038.23
"64172"	"ENSMUST00000018914.2"	714	614.15	9423.47	422.352
"64327"	"ENSMUST00000021698.12"	2852	2752.02	130882	1309.08
"64342"	"ENSMUST00000014389.5"	2174	2074.02	3035.36	40.2843
"64551"	"ENSMUST00000020027.10"	2880	2780.02	3067.11	30.3682
"64563"	"ENSMUST00000018645.12"	9037	8937.02	8144.94	25.0861
"65050"	"ENSMUST00000005815.6"	5214	5114.02	10076.9	54.2377
"65143"	"ENSMUST00000020397.10"	3036	2936.02	3117.28	29.2251
"65479"	"ENSMUST00000022196.4"	4021	3921.02	5523.47	38.775
"65611"	"ENSMUST00000016138.10"	1930	1830.02	2795.21	42.0434
"65824"	"ENSMUST00000004646.12"	3491	3391.02	7473.88	60.6672
"65861"	"ENSMUST00000001834.3"	2009	1909.02	4152.42	59.8728
"66248"	"ENSMUST00000004470.8"	8821	8721.02	11857.5	37.4251
"66272"	"ENSMUST00000019362.14"	2968	2868.02	2773.87	26.6221
"66510"	"ENSMUST00000006611.8"	1338	1238.02	8401.13	186.788
"66631"	"ENSMUST00000016703.7"	1993	1893.02	11248.8	163.565
"66838"	"ENSMUST00000002198.3"	4920	4820.02	8701.13	49.6896
"66874"	"ENSMUST00000020741.11"	1546	1446.02	4216.62	80.2656
"66928"	"ENSMUST00000022341.6"	1562	1462.02	10236.7	192.727
"66974"	"ENSMUST00000021595.9"	1591	1491.02	8888.7	164.094
"66977"	"ENSMUST00000022340.4"	4876	4776.02	27019.1	155.719
"67031"	"ENSMUST00000021062.11"	3559	3459.02	17719.5	141.006
"67149"	"ENSMUST00000018449.10"	7442	7342.02	13020.1	48.8133
"67847"	"ENSMUST00000007005.13"	2250	2150.02	3337.51	42.7286
"68692"	"ENSMUST00000001818.4"	3428	3328.02	2668.06	22.0672
"69218"	"ENSMUST00000002844.13"	1031	931.019	2950.78	87.2404
"69673"	"ENSMUST00000001485.9"	1708	1608.02	3053.53	52.2696
"69764"	"ENSMUST00000021217.10"	1012	912.019	12666.2	382.28
"69817"	"ENSMUST00000020637.8"	3779	3679.02	45990.4	344.091
"69830"	"ENSMUST00000015950.11"	1380	1280.02	2280.93	49.0495
"70319"	"ENSMUST00000007007.13"	2051	1951.02	5284.28	74.5525
"70440"	"ENSMUST00000020904.7"	7644	7544.02	4016.79	14.656
"70678"	"ENSMUST00000007980.6"	2678	2578.02	14616	156.056
"70726"	"ENSMUST00000022550.7"	5977	5877.02	3429.49	16.0624
"70793"	"ENSMUST00000003521.9"	661	561.15	45299.7	2222.05
"71009"	"ENSMUST00000001583.7"	4382	4282.02	2110.71	13.5681
"71466"	"ENSMUST00000002095.10"	16461	16361	10342.4	17.4001
"71916"	"ENSMUST00000009120.7"	4987	4887.02	6293.56	35.4479
"71930"	"ENSMUST00000022855.11"	2664	2564.02	5336.81	57.2926
"72087"	"ENSMUST00000015467.8"	2364	2264.02	5438.99	66.1267
"72852"	"ENSMUST00000003550.10"	2901	2801.02	3130.53	30.7639
"73182"	"ENSMUST00000006625.7"	3165	3065.02	5798.21	52.0714
"73223"	"ENSMUST00000018506.12"	2054	1954.02	10485.4	147.705
"73307"	"ENSMUST00000001304.8"	1472	1372.02	30384.1	609.571
"73692"	"ENSMUST00000005826.8"	2926	2826.02	12416.4	120.937
"73840"	"ENSMUST00000020962.11"	2696	2596.02	6888.13	73.0351
"73872"	"ENSMUST00000020856.5"	1871	1771.02	5588.14	86.8526
"73884"	"ENSMUST00000006221.13"	4323	4223.02	2801.38	18.2595
"73993"	"ENSMUST00000002889.4"	4060	3960.02	2440.37	16.9627
"74040"	"ENSMUST00000022882.11"	5880	5780.02	16234.8	77.3135
"74328"	"ENSMUST00000004222.13"	4218	4118.02	2597.77	17.364
"74394"	"ENSMUST00000022529.7"	3223	3123.02	9423.57	83.0576
"74609"	"ENSMUST00000022663.6"	3179	3079.02	2571.8	22.9913
"74647"	"ENSMUST00000021001.9"	3513	3413.02	4137.28	33.3668
"74743"	"ENSMUST00000021807.12"	2556	2456.02	7774.07	87.1274
"75258"	"ENSMUST00000001479.4"	5894	5794.02	34715.8	164.925
"75693"	"ENSMUST00000001460.13"	3482	3382.02	5529.64	45.0048
