"target_id"	"length"	"eff_length"	"est_counts"	"tpm"
"21613"	"ENSMUST00000023283.5"	2906	2801.97	1796	20.4143
"21627"	"ENSMUST00000002733.6"	1717	1612.97	4374	86.3662
"21978"	"ENSMUST00000010807.4"	3456	3351.97	3276	31.1269
"22277"	"ENSMUST00000023101.9"	3932	3827.97	6350.96	52.8399
"22387"	"ENSMUST00000002699.5"	3695	3590.97	8032.43	71.2404
"22701"	"ENSMUST00000001975.4"	4300	4195.97	10701	81.2241
"22807"	"ENSMUST00000014684.4"	907	802.974	6028.54	239.113
"23086"	"ENSMUST00000001326.6"	7754	7649.97	9838.33	40.9594
"23326"	"ENSMUST00000002487.14"	9728	9623.97	2904.59	9.61219
"23340"	"ENSMUST00000000727.3"	3180	3075.97	3849.2	39.8548
"23374"	"ENSMUST00000021203.6"	2817	2712.97	9644.12	113.216
"23416"	"ENSMUST00000021085.10"	2230	2125.97	3472.18	52.0159
"23593"	"ENSMUST00000005798.8"	1928	1823.97	1681.63	29.3632
"23779"	"ENSMUST00000018909.3"	2951	2846.97	6953.37	77.7865
"24002"	"ENSMUST00000022469.12"	5559	5454.97	3172.26	18.5212
"24296"	"ENSMUST00000021611.9"	3318	3213.97	3251.08	32.2165
"24467"	"ENSMUST00000001451.10"	4448	4343.97	4091.26	29.9959
"24562"	"ENSMUST00000021083.6"	1375	1270.97	3439.88	86.1983
"24604"	"ENSMUST00000020490.12"	3747	3642.97	6000.2	52.4568
"24610"	"ENSMUST00000013970.8"	3307	3202.97	2537.58	25.2324
"24670"	"ENSMUST00000005185.7"	603	498.974	3289	209.932
"24911"	"ENSMUST00000021284.3"	5738	5633.97	1489.69	8.42121
"25125"	"ENSMUST00000021204.3"	2755	2650.97	1505.26	18.0842
"25223"	"ENSMUST00000018993.6"	4531	4426.97	2493.34	17.9377
"25967"	"ENSMUST00000021803.9"	6109	6004.97	7475.83	39.6497
"26057"	"ENSMUST00000022099.14"	3675	3570.97	2390.9	21.3239
"26076"	"ENSMUST00000001179.6"	9331	9226.97	548.78	1.89422
"26133"	"ENSMUST00000021692.8"	6178	6073.97	5363.69	28.1244
"26277"	"ENSMUST00000018143.15"	2714	2609.97	4668.71	56.9708
"26336"	"ENSMUST00000020909.3"	1773	1668.97	4438	84.6896
"26405"	"ENSMUST00000005504.14"	4019	3914.97	3013.92	24.5186
"26669"	"ENSMUST00000020608.2"	7102	6997.97	9956.91	45.3153
"26713"	"ENSMUST00000003061.13"	2429	2324.97	4880.46	66.8552
"26971"	"ENSMUST00000017572.13"	2848	2743.97	7296.1	84.6843
"27076"	"ENSMUST00000001809.14"	2817	2712.97	142704	1675.26
"27378"	"ENSMUST00000018795.12"	2151	2046.97	3027.2	47.1
"27429"	"ENSMUST00000020420.8"	4805	4700.97	6035.42	40.8895
"27449"	"ENSMUST00000020775.8"	2476	2371.97	3383	45.4239
"27517"	"ENSMUST00000004327.10"	2652	2547.97	2541.12	31.7631
"27583"	"ENSMUST00000012152.12"	4045	3940.97	1770.87	14.3112
"27593"	"ENSMUST00000000756.5"	780	675.974	61429.9	2894.29
"27850"	"ENSMUST00000022496.8"	4069	3964.97	5121.07	41.1351
"28310"	"ENSMUST00000004202.16"	5367	5262.97	12076.3	73.0791
"28602"	"ENSMUST00000010278.11"	3682	3577.97	3482.85	31.002
"28665"	"ENSMUST00000022894.13"	3288	3183.97	16062.4	160.669
"28828"	"ENSMUST00000006764.8"	849	744.974	2798.5	119.64
"28913"	"ENSMUST00000001562.8"	3374	3269.97	2709.98	26.3945
"29054"	"ENSMUST00000001452.13"	1977	1872.97	15725.6	267.403
"29190"	"ENSMUST00000005292.14"	1500	1395.97	4162.14	94.9579
"29410"	"ENSMUST00000021197.9"	2497	2392.97	3121.67	41.5472
"29649"	"ENSMUST00000022634.8"	3238	3133.97	2413.65	24.5285
"29667"	"ENSMUST00000007602.14"	2515	2410.97	5637.4	74.4695
"29678"	"ENSMUST00000020843.12"	9026	8921.97	3370.09	12.0302
"30222"	"ENSMUST00000002292.14"	6165	6060.97	3143.91	16.5204
"30454"	"ENSMUST00000017900.8"	5142	5037.97	8363.51	52.8719
"30465"	"ENSMUST00000003493.8"	2012	1907.97	4979.73	83.1239
"30612"	"ENSMUST00000021957.7"	4341	4236.97	2324.18	17.4705
"30814"	"ENSMUST00000006856.2"	5346	5241.97	4472.93	27.1763
"30844"	"ENSMUST00000020315.12"	7766	7661.97	10455	43.4584
"31198"	"ENSMUST00000001258.14"	3586	3481.97	8848.53	80.9353
"31353"	"ENSMUST00000019065.9"	3435	3330.97	8204.21	78.4437
"31385"	"ENSMUST00000021443.6"	3241	3136.97	7954.55	80.7601
"31412"	"ENSMUST00000020523.3"	4146	4041.97	2819.36	22.2151
"31433"	"ENSMUST00000018568.3"	1788	1683.97	3190.67	60.3447
"32436"	"ENSMUST00000018990.7"	7376	7271.97	3635.96	15.9242
"32816"	"ENSMUST00000023039.14"	1089	984.974	3505.87	113.361
"32952"	"ENSMUST00000016400.8"	1441	1336.97	2227	53.0505
"33336"	"ENSMUST00000022808.13"	1030	925.974	6025.97	207.262
"33398"	"ENSMUST00000018992.3"	2109	2004.97	5851.92	92.9569
"33413"	"ENSMUST00000016396.7"	421	317.006	3556.41	357.303
"33711"	"ENSMUST00000006235.8"	4743	4638.97	6949.24	47.7098
"33787"	"ENSMUST00000020930.13"	6160	6055.97	7417.34	39.0082
"34372"	"ENSMUST00000021614.13"	2679	2574.97	5960.42	73.7219
"34710"	"ENSMUST00000000291.8"	4590	4485.97	2970.32	21.0882
"35199"	"ENSMUST00000021547.7"	9391	9286.97	2146.55	7.36138
"36022"	"ENSMUST00000006181.6"	2517	2412.97	2670.17	35.2435
"36279"	"ENSMUST00000022781.7"	878	773.974	2506.92	103.159
"36742"	"ENSMUST00000022369.8"	5267	5162.97	3362.05	20.7394
"36780"	"ENSMUST00000008733.14"	2918	2813.97	3000.05	33.9547
"37024"	"ENSMUST00000000001.4"	3262	3157.97	3154	31.8087
"37035"	"ENSMUST00000015146.15"	5215	5110.97	5288.61	32.9556
"37059"	"ENSMUST00000006496.14"	751	646.974	29677.7	1460.95
"37110"	"ENSMUST00000020286.6"	1364	1259.97	4323.27	109.28
"37135"	"ENSMUST00000003964.16"	3678	3573.97	2211.48	19.7072
"37210"	"ENSMUST00000020317.7"	1544	1439.97	3512.22	77.6817
"37280"	"ENSMUST00000020258.9"	3898	3793.97	3196.72	26.8351
"37309"	"ENSMUST00000019517.9"	1646	1541.97	4360.49	90.0639
"37482"	"ENSMUST00000018186.15"	2422	2317.97	8804.61	120.975
"37853"	"ENSMUST00000010241.13"	2326	2221.97	4349.84	62.3486
"38059"	"ENSMUST00000012679.14"	4251	4146.97	5200.86	39.9425
"38141"	"ENSMUST00000001507.4"	3931	3826.97	2521.82	20.987
"38316"	"ENSMUST00000003450.14"	3187	3082.97	5268.75	54.4289
"38485"	"ENSMUST00000023165.8"	10820	10716	2744.77	8.15769
"38541"	"ENSMUST00000013845.12"	1173	1068.97	2776.29	82.7161
"38828"	"ENSMUST00000009036.10"	1354	1249.97	2616.04	66.6555
"38929"	"ENSMUST00000002121.4"	6488	6383.97	11288.3	56.3159
"39090"	"ENSMUST00000021375.11"	4109	4004.97	5004.97	39.801
"39151"	"ENSMUST00000015858.11"	2216	2111.97	2332.94	35.1809
"39166"	"ENSMUST00000006774.10"	2736	2631.97	2952.21	35.7239
"39359"	"ENSMUST00000005234.12"	3089	2984.97	2530.43	26.9989
"39523"	"ENSMUST00000015855.7"	3140	3035.97	2505.32	26.2819
"39535"	"ENSMUST00000020408.15"	3099	2994.97	3568.47	37.9473
"39599"	"ENSMUST00000020217.6"	3210	3105.97	5251	53.8439
"39694"	"ENSMUST00000021670.14"	7003	6898.97	6160.97	28.4418
"39805"	"ENSMUST00000000985.6"	2538	2433.97	2986.46	39.0781
"40029"	"ENSMUST00000011934.11"	81843	81739	11658.9	4.54275
"40078"	"ENSMUST00000007212.8"	2961	2856.97	11908.2	132.749
"40090"	"ENSMUST00000019907.7"	1940	1835.97	3439.96	59.6732
"40283"	"ENSMUST00000020257.12"	3905	3800.97	2627.29	22.0143
"40295"	"ENSMUST00000013737.12"	1623	1518.97	5688.71	119.277
"40782"	"ENSMUST00000001566.9"	2649	2544.97	53722.6	672.305
"40945"	"ENSMUST00000019231.11"	2189	2084.97	2725.17	41.6279
"41198"	"ENSMUST00000005108.9"	10944	10840	3820.36	11.2245
"41232"	"ENSMUST00000002518.8"	1411	1306.97	5928.11	144.458
"41331"	"ENSMUST00000015877.13"	2537	2432.97	5068.56	66.3498
"41938"	"ENSMUST00000004054.12"	5039	4934.97	4379.91	28.2665
"42310"	"ENSMUST00000017290.10"	6572	6467.97	6987.6	34.4074
"42425"	"ENSMUST00000001989.8"	4071	3966.97	20109.2	161.446
"42653"	"ENSMUST00000020931.5"	5603	5498.97	2431.98	14.0855
"42702"	"ENSMUST00000011398.12"	2250	2145.97	3974.49	58.986
"42742"	"ENSMUST00000005810.8"	2085	1980.97	5434.52	87.3725
"43270"	"ENSMUST00000011492.14"	3930	3825.97	1813.94	15.0998
"43531"	"ENSMUST00000021552.2"	2990	2885.97	3718.87	41.0403
"43792"	"ENSMUST00000019354.10"	1312	1207.97	3648.39	96.1913
"43871"	"ENSMUST00000021554.15"	3734	3629.97	9790.29	85.8982
"44228"	"ENSMUST00000003912.6"	2184	2079.97	22780.7	348.819
"44334"	"ENSMUST00000020831.12"	2557	2452.97	2386.81	30.9897
"44359"	"ENSMUST00000023352.8"	12647	12543	3980.18	10.1063
"44574"	"ENSMUST00000021381.5"	3485	3380.97	8042.39	75.7592
"44921"	"ENSMUST00000015435.10"	2666	2561.97	1934.39	24.0471
"44967"	"ENSMUST00000021345.13"	6064	5959.97	2663.35	14.2323
"45029"	"ENSMUST00000005714.13"	1472	1367.97	2667.84	62.1119
"45284"	"ENSMUST00000020846.7"	4299	4194.97	2809.51	21.3301
"45416"	"ENSMUST00000017920.13"	3642	3537.97	3609.26	32.4905
"45620"	"ENSMUST00000022450.5"	7590	7485.97	8763.18	37.2825
"45935"	"ENSMUST00000006435.7"	2825	2720.97	4864.93	56.9435
"47022"	"ENSMUST00000022587.9"	1762	1657.97	8025.98	154.175
"47137"	"ENSMUST00000011400.7"	6383	6278.97	8759.56	44.4309
"47402"	"ENSMUST00000017851.3"	3683	3578.97	5634.74	50.1427
"47508"	"ENSMUST00000002297.11"	3498	3393.97	3583.87	33.6307
"48109"	"ENSMUST00000007959.13"	2197	2092.97	11013.5	167.593
"48541"	"ENSMUST00000020562.4"	1634	1529.97	7685.69	159.989
"48676"	"ENSMUST00000021864.7"	9333	9228.97	5889.8	20.3254
"48738"	"ENSMUST00000002091.5"	1219	1114.97	2912	83.18
"48942"	"ENSMUST00000004574.13"	1927	1822.97	2401.5	41.956
"48964"	"ENSMUST00000015011.9"	3281	3176.97	4335.47	43.4625
"49177"	"ENSMUST00000022281.4"	3689	3584.97	13202	117.286
"49328"	"ENSMUST00000016105.8"	2771	2666.97	6213.45	74.2004
"49431"	"ENSMUST00000018716.9"	2006	1901.97	2993.51	50.1265
"49790"	"ENSMUST00000021559.13"	1293	1188.97	3953.1	105.891
"49883"	"ENSMUST00000020372.5"	445	340.974	5271.87	492.42
"50306"	"ENSMUST00000003572.9"	2380	2275.97	12076.4	168.991
"50434"	"ENSMUST00000000137.7"	3631	3526.97	15118.7	136.523
"50503"	"ENSMUST00000020695.12"	7483	7378.97	9068.91	39.1427
"51074"	"ENSMUST00000005841.15"	3782	3677.97	5334.62	46.1942
"51348"	"ENSMUST00000021347.11"	6300	6195.97	1730.86	8.89701
"51466"	"ENSMUST00000018821.8"	1685	1580.97	6705.89	135.09
"51615"	"ENSMUST00000006854.12"	4791	4686.97	1504.4	10.2226
"51838"	"ENSMUST00000018470.9"	3013	2908.97	6444.24	70.5543
"51840"	"ENSMUST00000022623.12"	3678	3573.97	2049.47	18.2634
"52325"	"ENSMUST00000009234.15"	4085	3980.97	2394.15	19.1538
"52414"	"ENSMUST00000020538.12"	5145	5040.97	11007.6	69.546
"52582"	"ENSMUST00000007131.15"	4393	4288.97	8174.91	60.7046
"52777"	"ENSMUST00000020822.11"	2035	1930.97	4408.04	72.7044
"52854"	"ENSMUST00000014499.9"	8942	8837.97	4088.63	14.7339
"52919"	"ENSMUST00000014457.14"	503	398.974	5796.96	462.752
"52927"	"ENSMUST00000019109.7"	1764	1659.97	6677.46	128.116
"53065"	"ENSMUST00000017567.13"	2245	2140.97	8450.12	125.702
"53416"	"ENSMUST00000020886.8"	4527	4422.97	6684.33	48.1322
"53431"	"ENSMUST00000018353.13"	5232	5127.97	3521.3	21.87
"53666"	"ENSMUST00000000590.15"	4380	4275.97	6333.94	47.1771
"53886"	"ENSMUST00000006629.13"	8461	8356.97	4596.5	17.5174
"53893"	"ENSMUST00000011877.12"	8238	8133.97	11411.1	44.6806
"54903"	"ENSMUST00000021606.11"	5363	5258.97	3192.9	19.3364
"55120"	"ENSMUST00000023087.12"	3025	2920.97	4017.64	43.8062
"55482"	"ENSMUST00000023072.6"	3784	3679.97	3376.93	29.226
"55540"	"ENSMUST00000000505.15"	2962	2857.97	11927.4	132.917
"55774"	"ENSMUST00000005964.6"	1604	1499.97	5790.28	122.944
"56130"	"ENSMUST00000010421.6"	7443	7338.97	16980.3	73.689
"56162"	"ENSMUST00000022062.7"	2900	2795.97	7771.48	88.5243
"56428"	"ENSMUST00000021940.7"	4315	4210.97	3392.48	25.6583
"56458"	"ENSMUST00000005371.11"	1772	1667.97	12168.2	232.343
"56471"	"ENSMUST00000000724.14"	4653	4548.97	3079.61	21.5612
"57155"	"ENSMUST00000001520.12"	4227	4122.97	2456.56	18.9762
"57257"	"ENSMUST00000004203.5"	1670	1565.97	4476.04	91.0336
"57784"	"ENSMUST00000002790.13"	3641	3536.97	10033.6	90.3475
"58086"	"ENSMUST00000000451.13"	3070	2965.97	3258.25	34.9872
"58189"	"ENSMUST00000022097.5"	568	463.974	2965.04	203.531
"58247"	"ENSMUST00000018625.9"	6463	6358.97	6882.01	34.4684
"58369"	"ENSMUST00000022794.13"	2365	2260.97	2960.65	41.7045
"58370"	"ENSMUST00000022793.14"	4735	4630.97	1978.49	13.6067
"58437"	"ENSMUST00000004206.9"	1101	996.974	6551.2	209.281
"58486"	"ENSMUST00000006851.14"	3331	3226.97	3684.39	36.3632
"58614"	"ENSMUST00000006470.13"	8469	8364.97	6658.31	25.3508
"58674"	"ENSMUST00000017153.3"	2458	2353.97	7090.83	95.9374
"58731"	"ENSMUST00000022416.14"	2394	2289.97	3688.56	51.3001
"58839"	"ENSMUST00000006760.2"	2189	2084.97	4519.98	69.0444
"59010"	"ENSMUST00000020358.11"	2827	2722.97	9798.31	114.604
"60564"	"ENSMUST00000022268.9"	1513	1408.97	4827.15	109.114
"60829"	"ENSMUST00000019950.5"	2297	2192.97	3164.17	45.9534
"61072"	"ENSMUST00000013338.13"	3924	3819.97	4390.32	36.6039
"61115"	"ENSMUST00000014339.14"	2330	2225.97	5714.76	81.7654
"61252"	"ENSMUST00000004565.14"	2289	2184.97	2214.11	32.2734
"61528"	"ENSMUST00000013559.2"	8378	8273.97	27324.2	105.178
"61608"	"ENSMUST00000021018.10"	2068	1963.97	6001.06	97.3161
"61844"	"ENSMUST00000005015.9"	2099	1994.97	3329	53.1458
"61845"	"ENSMUST00000020289.9"	4282	4177.97	3862.55	29.4443
"62022"	"ENSMUST00000009435.11"	2294	2189.97	2584.93	37.5925
"62164"	"ENSMUST00000018727.3"	6703	6598.97	21975.9	106.063
"62354"	"ENSMUST00000005017.14"	2245	2140.97	15019.6	223.429
"62525"	"ENSMUST00000017548.6"	751	646.974	74155.8	3650.48
"62547"	"ENSMUST00000020288.14"	5784	5679.97	11982.4	67.1875
"62569"	"ENSMUST00000021428.8"	2232	2127.97	4395.31	65.7832
"62608"	"ENSMUST00000019333.9"	3570	3465.97	2873.03	26.4002
"62653"	"ENSMUST00000001611.10"	9219	9114.97	3223.5	11.2633
"62698"	"ENSMUST00000019911.13"	2005	1900.97	5572.8	93.3661
"62765"	"ENSMUST00000023029.14"	3487	3382.97	4000.89	37.6661
"62829"	"ENSMUST00000009774.10"	1469	1364.97	2653	61.9021
"63124"	"ENSMUST00000001127.10"	2054	1949.97	3011.36	49.1842
"63490"	"ENSMUST00000000642.10"	5513	5408.97	15069.4	88.7306
"63521"	"ENSMUST00000017408.13"	2790	2685.97	3022.93	35.8441
"63609"	"ENSMUST00000018437.2"	861	756.974	23097.9	971.815
"64172"	"ENSMUST00000018914.2"	714	609.974	7570.98	395.306
"64327"	"ENSMUST00000021698.12"	2852	2747.97	111123	1287.9
"64342"	"ENSMUST00000014389.5"	2174	2069.97	2334.83	35.9239
"64551"	"ENSMUST00000020027.10"	2880	2775.97	1920.15	22.0298
"64563"	"ENSMUST00000018645.12"	9037	8932.97	7274.75	25.9367
"65050"	"ENSMUST00000005815.6"	5214	5109.97	6686.56	41.6751
"65143"	"ENSMUST00000020397.10"	3036	2931.97	2619.47	28.4542
"65479"	"ENSMUST00000022196.4"	4021	3916.97	6184.48	50.2857
"65611"	"ENSMUST00000016138.10"	1930	1825.97	2813.28	49.0694
"65824"	"ENSMUST00000004646.12"	3491	3386.97	6799.25	63.9354
"65861"	"ENSMUST00000001834.3"	2009	1904.97	3893.05	65.0868
"66248"	"ENSMUST00000004470.8"	8821	8716.97	8786.56	32.103
"66272"	"ENSMUST00000019362.14"	2968	2863.97	3690.35	41.0384
"66510"	"ENSMUST00000006611.8"	1338	1233.97	6916.03	178.502
"66631"	"ENSMUST00000016703.7"	1993	1888.97	11659.9	196.589
"66838"	"ENSMUST00000002198.3"	4920	4815.97	8137.92	53.8173
"66874"	"ENSMUST00000020741.11"	1546	1441.97	4289.87	94.75
"66928"	"ENSMUST00000022341.6"	1562	1457.97	8715.43	190.384
"66974"	"ENSMUST00000021595.9"	1591	1486.97	5894.61	126.254
"66977"	"ENSMUST00000022340.4"	4876	4771.97	17638.7	117.723
"67031"	"ENSMUST00000021062.11"	3559	3454.97	17818.4	164.254
"67149"	"ENSMUST00000018449.10"	7442	7337.97	12455.1	54.0584
"67847"	"ENSMUST00000007005.13"	2250	2145.97	2445.22	36.2899
"68692"	"ENSMUST00000001818.4"	3428	3323.97	2283.08	21.8754
"69218"	"ENSMUST00000002844.13"	1031	926.974	2853.94	98.0551
"69673"	"ENSMUST00000001485.9"	1708	1603.97	3127.06	62.0914
"69764"	"ENSMUST00000021217.10"	1012	907.974	13666.4	479.371
"69817"	"ENSMUST00000020637.8"	3779	3674.97	37798.9	327.58
"69830"	"ENSMUST00000015950.11"	1380	1275.97	2345.16	58.5361
"70319"	"ENSMUST00000007007.13"	2051	1946.97	4899.33	80.1437
"70440"	"ENSMUST00000020904.7"	7644	7539.97	3946.25	16.6689
"70678"	"ENSMUST00000007980.6"	2678	2573.97	14306	177.013
"70726"	"ENSMUST00000022550.7"	5977	5872.97	2099.33	11.3845
"70793"	"ENSMUST00000003521.9"	661	556.974	41914.1	2396.72
"71009"	"ENSMUST00000001583.7"	4382	4277.97	2494.42	18.5705
"71466"	"ENSMUST00000002095.10"	16461	16357	6949.75	13.5319
"71916"	"ENSMUST00000009120.7"	4987	4882.97	5363	34.9797
"71930"	"ENSMUST00000022855.11"	2664	2559.97	3822.96	47.5616
"72087"	"ENSMUST00000015467.8"	2364	2259.97	3516.06	49.5501
"72852"	"ENSMUST00000003550.10"	2901	2796.97	1873.26	21.3305
"73182"	"ENSMUST00000006625.7"	3165	3060.97	4304.98	44.7923
"73223"	"ENSMUST00000018506.12"	2054	1949.97	7171.42	117.13
"73307"	"ENSMUST00000001304.8"	1472	1367.97	34065	793.091
"73692"	"ENSMUST00000005826.8"	2926	2821.97	12026.9	135.735
"73840"	"ENSMUST00000020962.11"	2696	2591.97	5328.83	65.4777
"73872"	"ENSMUST00000020856.5"	1871	1766.97	3972.37	71.5998
"73884"	"ENSMUST00000006221.13"	4323	4218.97	2700.04	20.3824
"73993"	"ENSMUST00000002889.4"	4060	3955.97	3538.4	28.4869
"74040"	"ENSMUST00000022882.11"	5880	5775.97	12513.4	68.9991
"74328"	"ENSMUST00000004222.13"	4218	4113.97	2273.84	17.6032
"74394"	"ENSMUST00000022529.7"	3223	3118.97	7554.43	77.1404
"74609"	"ENSMUST00000022663.6"	3179	3074.97	2182.17	22.6016
"74647"	"ENSMUST00000021001.9"	3513	3408.97	3670.22	34.2894
"74743"	"ENSMUST00000021807.12"	2556	2451.97	5752.5	74.7193
"75258"	"ENSMUST00000001479.4"	5894	5789.97	32004.5	176.046
"75693"	"ENSMUST00000001460.13"	3482	3377.97	7206.53	67.9457
